t,S1,S2,S3,E1,E2,E3,Ev,Eq,Sp,Sq,Ep_q,void,gamma,G,nu,Sy,M,Group
0.92,-303123.852285441,-100000,-100000,-0.0046,0.00345079667156026,0.00345079667156026,0.00230159334312051,0.00536719778106775,167707.950761814,203123.852285441,0.00469011827342203,0.503456365286977,0.00469011827342203,100000000,0.25,100000,0.577350269189626,1
0.93,-303123.852285441,-100000,-100000,-0.00465,0.00349367018816422,0.00349367018816422,0.00233734037632844,0.00542911345880341,167707.950761814,203123.852285441,0.00475203395115801,0.503510110352202,0.00475203395115801,100000000,0.25,100000,0.577350269189626,1
0.94,-303123.852285441,-100000,-100000,-0.0047,0.00353654370476818,0.00353654370476818,0.00237308740953636,0.00549102913653908,167707.950761814,203123.852285441,0.00481394962889398,0.503563857338687,0.00481394962889398,100000000,0.25,100000,0.577350269189626,1
0.95,-303123.852285441,-100000,-100000,-0.00475,0.00357941722137214,0.00357941722137214,0.00240883444274428,0.00555294481427475,167707.950761814,203123.852285441,0.00487586530662996,0.503617606246501,0.00487586530662996,100000000,0.25,100000,0.577350269189626,1
0.96,-303123.852285441,-100000,-100000,-0.0048,0.0036222907379761,0.0036222907379761,0.00244458147595221,0.00561486049201043,167707.950761814,203123.852285441,0.00493778098436593,0.503671357075715,0.00493778098436593,100000000,0.25,100000,0.577350269189626,1
0.97,-303123.852285441,-100000,-100000,-0.00485,0.00366516425458006,0.00366516425458006,0.00248032850916013,0.00567677616974612,167707.950761814,203123.852285441,0.00499969666210191,0.503725109826395,0.00499969666210191,100000000,0.25,100000,0.577350269189626,1
0.98,-303123.852285441,-100000,-100000,-0.0049,0.00370803777118403,0.00370803777118402,0.00251607554236805,0.00573869184748181,167707.950761814,203123.852285441,0.00506161233983788,0.503778864498611,0.00506161233983788,100000000,0.25,100000,0.577350269189626,1
0.99,-303123.852285441,-100000,-100000,-0.00495,0.00375091128778799,0.00375091128778799,0.00255182257557597,0.00580060752521751,167707.950761814,203123.852285441,0.00512352801757385,0.503832621092431,0.00512352801757385,100000000,0.25,100000,0.577350269189626,1
1,-303123.852285441,-100000,-100000,-0.005,0.00379378480439195,0.00379378480439195,0.0025875696087839,0.00586252320295321,167707.950761814,203123.852285441,0.00518544369530983,0.503886379607924,0.00518544369530983,100000000,0.25,100000,0.577350269189626,1
1,-303123.852285441,-100000,-100000,-0.005,0.00379378480439195,0.00379378480439195,0.0025875696087839,0.00586252320295321,167707.950761814,203123.852285441,0.00518544369530983,0.503886379607924,0.00518544369530983,100000000,0.25,100000,0.577350269189626,1
1.02,-278123.852285441,-100000,-100000,-0.0049,0.00376878480439195,0.00376878480439195,0.0026375696087839,0.00577918986962025,159374.61742848,178123.852285441,0.00518544369530983,0.503961575806794,0.00518544369530983,100000000,0.25,100000,0.577350269189626,1
1.04,-253123.852285441,-100000,-100000,-0.0048,0.00374378480439195,0.00374378480439195,0.0026875696087839,0.00569585653628729,151041.284095147,153123.852285441,0.00518544369530983,0.504036775765567,0.00518544369530983,100000000,0.25,100000,0.577350269189626,1
1.06,-228123.852285441,-100000,-100000,-0.0047,0.00371878480439195,0.00371878480439195,0.0027375696087839,0.00561252320295434,142707.950761814,128123.852285441,0.00518544369530983,0.504111979484433,0.00518544369530983,100000000,0.25,100000,0.577350269189626,1
1.08,-203123.852285441,-100000,-100000,-0.0046,0.00369378480439195,0.00369378480439195,0.0027875696087839,0.0055291898696214,134374.61742848,103123.852285441,0.00518544369530983,0.504187186963579,0.00518544369530983,100000000,0.25,100000,0.577350269189626,1
1.1,-178123.852285441,-100000,-100000,-0.0045,0.00366878480439195,0.00366878480439195,0.0028375696087839,0.00544585653628848,126041.284095147,78123.8522854406,0.00518544369530983,0.504262398203192,0.00518544369530983,100000000,0.25,100000,0.577350269189626,1
1.12,-153123.852285441,-100000,-100000,-0.0044,0.00364378480439195,0.00364378480439195,0.0028875696087839,0.00536252320295557,117707.950761814,53123.8522854406,0.00518544369530983,0.504337613203462,0.00518544369530983,100000000,0.25,100000,0.577350269189626,1
1.14,-128123.852285441,-100000,-100000,-0.0043,0.00361878480439195,0.00361878480439195,0.0029375696087839,0.00527918986962267,109374.61742848,28123.8522854406,0.00518544369530983,0.504412831964575,0.00518544369530983,100000000,0.25,100000,0.577350269189626,1
1.16,-103123.852285441,-100000,-100000,-0.0042,0.00359378480439195,0.00359378480439195,0.0029875696087839,0.00519585653628979,101041.284095147,3123.85228544089,0.00518544369530983,0.504488054486721,0.00518544369530983,100000000,0.25,100000,0.577350269189626,1
1.18,-78123.8522854408,-100000,-100000,-0.0041,0.00356878480439195,0.00356878480439195,0.0030375696087839,0.00511252320295692,92707.9507618136,21876.1477145592,0.00518544369530983,0.504563280770086,0.00518544369530983,100000000,0.25,100000,0.577350269189626,1
1.2,-53123.8522854409,-100000,-100000,-0.004,0.00354378480439195,0.00354378480439195,0.0030875696087839,0.00502918986962407,84374.6174284803,46876.1477145591,0.00518544369530983,0.50463851081486,0.00518544369530983,100000000,0.25,100000,0.577350269189626,1
1.22,-28123.8522854409,-100000,-100000,-0.0039,0.00351878480439195,0.00351878480439195,0.0031375696087839,0.00494585653629123,76041.284095147,71876.1477145591,0.00518544369530983,0.504713744621231,0.00518544369530983,100000000,0.25,100000,0.577350269189626,1
